Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Type Species?,Genome Composition,Last Change,MSL of Last Change,Proposal for Last Change ,Taxon History URL
4720,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Hedyotis yellow mosaic betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185138
4721,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Honeysuckle yellow vein betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185139
4722,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Honeysuckle yellow vein mosaic betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185140
4723,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Malvastrum leaf curl betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185141
4724,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Malvastrum leaf curl Guangdong betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185142
4725,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Mirabilis leaf curl betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185143
4726,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Momordica yellow mosaic betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185144
4727,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Mungbean yellow mosaic betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185145
4728,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Okra leaf curl Oman betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185146
4729,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Papaya leaf curl betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185147
4730,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Papaya leaf curl China betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185148
4731,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Papaya leaf curl India betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185149
4732,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Rhynchosia yellow mosaic betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185150
4733,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Rose leaf curl betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185151
4734,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Siegesbeckia yellow vein betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185152
4735,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tobacco curly shoot betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185153
4736,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tobacco leaf curl betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185154
4737,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tobacco leaf curl Japan betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185155
4738,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tobacco leaf curl Patna betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185156
4739,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tomato leaf curl Bangalore betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185157
4740,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tomato leaf curl Bangladesh betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185158
4741,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tomato leaf curl betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185159
4742,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tomato leaf curl China betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185160
4743,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tomato leaf curl Gandhinagar betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185161
4744,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tomato leaf curl Java betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185162
4745,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tomato leaf curl Joydebpur betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185163
4746,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tomato leaf curl Laguna betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185164
4747,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tomato leaf curl Laos betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185165
4748,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tomato leaf curl Malaysia betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185166
4749,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tomato leaf curl Nepal betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185167
4750,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tomato leaf curl Patna betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185168
4751,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tomato leaf curl Philippine betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185169
4752,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tomato leaf curl Sri Lanka betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185170
4753,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tomato leaf curl Yemen betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185171
4754,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tomato yellow leaf curl China betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185172
4755,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tomato yellow leaf curl Rajasthan betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185173
4756,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tomato yellow leaf curl Shandong betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185174
4757,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tomato yellow leaf curl Thailand betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185175
4758,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tomato yellow leaf curl Vietnam betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185176
4759,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Tomato yellow leaf curl Yunnan betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185177
4760,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Vernonia yellow vein betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185178
4761,,,,,,,,,,,Tolecusatellitidae,,Betasatellite,,Vernonia yellow vein Fujian betasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185179
4762,,,,,,,,,,,Tolecusatellitidae,,Deltasatellite,,Croton yellow vein deltasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185181
4763,,,,,,,,,,,Tolecusatellitidae,,Deltasatellite,,Malvastrum leaf curl deltasatellite,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185182
4764,,,,,,,,,,,Tolecusatellitidae,,Deltasatellite,,Sida golden yellow vein deltasatellite 1,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185183
4765,,,,,,,,,,,Tolecusatellitidae,,Deltasatellite,,Sida golden yellow vein deltasatellite 2,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185184
4766,,,,,,,,,,,Tolecusatellitidae,,Deltasatellite,,Sida golden yellow vein deltasatellite 3,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185185
4767,,,,,,,,,,,Tolecusatellitidae,,Deltasatellite,,Sweet potato leaf curl deltasatellite 1,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185186
4768,,,,,,,,,,,Tolecusatellitidae,,Deltasatellite,,Sweet potato leaf curl deltasatellite 2,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185187
4769,,,,,,,,,,,Tolecusatellitidae,,Deltasatellite,,Sweet potato leaf curl deltasatellite 3,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185188
4770,,,,,,,,,,,Tolecusatellitidae,,Deltasatellite,,Tomato leaf curl deltasatellite,1,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185189
4771,,,,,,,,,,,Tolecusatellitidae,,Deltasatellite,,Tomato yellow leaf distortion deltasatellite 1,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185190
4772,,,,,,,,,,,Tolecusatellitidae,,Deltasatellite,,Tomato yellow leaf distortion deltasatellite 2,0,ssDNA,"New,",31,2016.021a-kP.A.v2.Tolecusatellitidae.pdf,ICTVonline=20185191
4773,,,,,,,,,,,Tombusviridae,,Alphacarmovirus,,Angelonia flower break virus,0,ssRNA(+),"Moved,",30,2015.007a-rP.A.v1.split_Carmovirus.pdf,ICTVonline=20185195
4774,,,,,,,,,,,Tombusviridae,,Alphacarmovirus,,Calibrachoa mottle virus,0,ssRNA(+),"Moved,",30,2015.007a-rP.A.v1.split_Carmovirus.pdf,ICTVonline=20185196
4775,,,,,,,,,,,Tombusviridae,,Alphacarmovirus,,Carnation mottle virus,1,ssRNA(+),"Moved,",30,2015.007a-rP.A.v1.split_Carmovirus.pdf,ICTVonline=20185197
4776,,,,,,,,,,,Tombusviridae,,Alphacarmovirus,,Honeysuckle ringspot virus,0,ssRNA(+),"Moved,",30,2015.007a-rP.A.v1.split_Carmovirus.pdf,ICTVonline=20185198
4777,,,,,,,,,,,Tombusviridae,,Alphacarmovirus,,Nootka lupine vein clearing virus,0,ssRNA(+),"Moved,",30,2015.007a-rP.A.v1.split_Carmovirus.pdf,ICTVonline=20185199
4778,,,,,,,,,,,Tombusviridae,,Alphacarmovirus,,Pelargonium flower break virus,0,ssRNA(+),"Moved,",30,2015.007a-rP.A.v1.split_Carmovirus.pdf,ICTVonline=20185200
4779,,,,,,,,,,,Tombusviridae,,Alphacarmovirus,,Saguaro cactus virus,0,ssRNA(+),"Moved,",30,2015.007a-rP.A.v1.split_Carmovirus.pdf,ICTVonline=20185201
4780,,,,,,,,,,,Tombusviridae,,Alphanecrovirus,,Olive latent virus 1,0,ssRNA(+),"Moved,",27,2011.009a-mP.A.v3.split_Necrovirus.pdf,ICTVonline=20185203
4781,,,,,,,,,,,Tombusviridae,,Alphanecrovirus,,Olive mild mosaic virus,0,ssRNA(+),"Moved,",27,2011.009a-mP.A.v3.split_Necrovirus.pdf,ICTVonline=20185204
4782,,,,,,,,,,,Tombusviridae,,Alphanecrovirus,,Tobacco necrosis virus A,1,ssRNA(+),"Moved,",27,2011.009a-mP.A.v3.split_Necrovirus.pdf,ICTVonline=20185205
4783,,,,,,,,,,,Tombusviridae,,Aureusvirus,,Cucumber leaf spot virus,0,ssRNA(+),"New,",23,ICTV 8th Report.pdf,ICTVonline=20185207
4784,,,,,,,,,,,Tombusviridae,,Aureusvirus,,Johnsongrass chlorotic stripe mosaic virus,0,ssRNA(+),"New,",25,2008.007P.Aureusvirus-2Sp.pdf,ICTVonline=20185208
4785,,,,,,,,,,,Tombusviridae,,Aureusvirus,,Maize white line mosaic virus,0,ssRNA(+),"New,",25,2008.007P.Aureusvirus-2Sp.pdf,ICTVonline=20185209
4786,,,,,,,,,,,Tombusviridae,,Aureusvirus,,Pothos latent virus,1,ssRNA(+),"New,Assigned as Type Species,",17,Ratification_1998.pdf,ICTVonline=20185210
4787,,,,,,,,,,,Tombusviridae,,Aureusvirus,,Yam spherical virus,0,ssRNA(+),"New,",30,2015.008aP.A.v1.Aureusvirus_sp.pdf,ICTVonline=20185211
4788,,,,,,,,,,,Tombusviridae,,Avenavirus,,Oat chlorotic stunt virus,1,ssRNA(+),"New,Assigned as Type Species,",17,Ratification_1998.pdf,ICTVonline=20185213
4789,,,,,,,,,,,Tombusviridae,,Betacarmovirus,,Cardamine chlorotic fleck virus,0,ssRNA(+),"Moved,",30,2015.007a-rP.A.v1.split_Carmovirus.pdf,ICTVonline=20185215
4790,,,,,,,,,,,Tombusviridae,,Betacarmovirus,,Hibiscus chlorotic ringspot virus,0,ssRNA(+),"Moved,",30,2015.007a-rP.A.v1.split_Carmovirus.pdf,ICTVonline=20185216
4791,,,,,,,,,,,Tombusviridae,,Betacarmovirus,,Japanese iris necrotic ring virus,0,ssRNA(+),"Moved,",30,2015.007a-rP.A.v1.split_Carmovirus.pdf,ICTVonline=20185217
4792,,,,,,,,,,,Tombusviridae,,Betacarmovirus,,Turnip crinkle virus,1,ssRNA(+),"Moved,",30,2015.007a-rP.A.v1.split_Carmovirus.pdf,ICTVonline=20185218
4793,,,,,,,,,,,Tombusviridae,,Betanecrovirus,,Beet black scorch virus,0,ssRNA(+),"Moved,",27,2011.009a-mP.A.v3.split_Necrovirus.pdf,ICTVonline=20185220
4794,,,,,,,,,,,Tombusviridae,,Betanecrovirus,,Leek white stripe virus,0,ssRNA(+),"Moved,",27,2011.009a-mP.A.v3.split_Necrovirus.pdf,ICTVonline=20185221
4795,,,,,,,,,,,Tombusviridae,,Betanecrovirus,,Tobacco necrosis virus D,1,ssRNA(+),"Moved,Assigned as Type Species,",27,2011.009a-mP.A.v3.split_Necrovirus.pdf,ICTVonline=20185222
4796,,,,,,,,,,,Tombusviridae,,Dianthovirus,,Carnation ringspot virus,1,ssRNA(+),"Moved,",15,Ratification_1996.pdf,ICTVonline=20185224
4797,,,,,,,,,,,Tombusviridae,,Dianthovirus,,Red clover necrotic mosaic virus,0,ssRNA(+),"Moved,",15,Ratification_1996.pdf,ICTVonline=20185225
4798,,,,,,,,,,,Tombusviridae,,Dianthovirus,,Sweet clover necrotic mosaic virus,0,ssRNA(+),"Moved,",15,Ratification_1996.pdf,ICTVonline=20185226
4799,,,,,,,,,,,Tombusviridae,,Gallantivirus,,Galinsoga mosaic virus,1,ssRNA(+),"Moved,Assigned as Type Species,",27,2011.010a-eP.A.v3.Gallantivirus.pdf,ICTVonline=20185228
4800,,,,,,,,,,,Tombusviridae,,Gammacarmovirus,,Cowpea mottle virus,0,ssRNA(+),"Moved,",30,2015.007a-rP.A.v1.split_Carmovirus.pdf,ICTVonline=20185230
4801,,,,,,,,,,,Tombusviridae,,Gammacarmovirus,,Melon necrotic spot virus,1,ssRNA(+),"Moved,",30,2015.007a-rP.A.v1.split_Carmovirus.pdf,ICTVonline=20185231
4802,,,,,,,,,,,Tombusviridae,,Gammacarmovirus,,Pea stem necrosis virus,0,ssRNA(+),"Moved,",30,2015.007a-rP.A.v1.split_Carmovirus.pdf,ICTVonline=20185232
4803,,,,,,,,,,,Tombusviridae,,Gammacarmovirus,,Soybean yellow mottle mosaic virus,0,ssRNA(+),"Moved,",30,2015.007a-rP.A.v1.split_Carmovirus.pdf,ICTVonline=20185233
4804,,,,,,,,,,,Tombusviridae,,Macanavirus,,Furcraea necrotic streak virus,1,ssRNA(+),"New,Assigned as Type Species,",27,2011.010f-iP.A.v3.Macanavirus.pdf,ICTVonline=20185235
4805,,,,,,,,,,,Tombusviridae,,Machlomovirus,,Maize chlorotic mottle virus,1,ssRNA(+),"Moved,",15,Ratification_1996.pdf,ICTVonline=20185237
4806,,,,,,,,,,,Tombusviridae,,Panicovirus,,Cocksfoot mild mosaic virus,0,ssRNA(+),"New,",26,2011.008aP.A.v1.Panicovirus_1sp.pdf,ICTVonline=20185239
4807,,,,,,,,,,,Tombusviridae,,Panicovirus,,Panicum mosaic virus,1,ssRNA(+),"New,Assigned as Type Species,",17,Ratification_1998.pdf,ICTVonline=20185240
4808,,,,,,,,,,,Tombusviridae,,Panicovirus,,Thin paspalum asymptomatic virus,0,ssRNA(+),"New,",29,2014.007aP.A.v1.Panicovirus_sp.pdf,ICTVonline=20185241
4809,,,,,,,,,,,Tombusviridae,,Pelarspovirus,,Elderberry latent virus,0,ssRNA(+),"Moved,",30,2014.006b-fP.A.v3.Pelarspovirus.pdf,ICTVonline=20185243
4810,,,,,,,,,,,Tombusviridae,,Pelarspovirus,,Pelargonium chlorotic ring pattern virus,0,ssRNA(+),"Moved,",30,2014.006b-fP.A.v3.Pelarspovirus.pdf,ICTVonline=20185244
4811,,,,,,,,,,,Tombusviridae,,Pelarspovirus,,Pelargonium line pattern virus,1,ssRNA(+),"Moved,",30,2014.006b-fP.A.v3.Pelarspovirus.pdf,ICTVonline=20185245
4812,,,,,,,,,,,Tombusviridae,,Pelarspovirus,,Pelargonium ringspot virus,0,ssRNA(+),"Moved,",30,2014.006b-fP.A.v3.Pelarspovirus.pdf,ICTVonline=20185246
4813,,,,,,,,,,,Tombusviridae,,Pelarspovirus,,Rosa rugosa leaf distortion virus,0,ssRNA(+),"Moved,",30,2014.006b-fP.A.v3.Pelarspovirus.pdf,ICTVonline=20185247
4814,,,,,,,,,,,Tombusviridae,,Tombusvirus,,Artichoke mottled crinkle virus,0,ssRNA(+),"Moved,",13,Ratification_1993.pdf,ICTVonline=20185249
4815,,,,,,,,,,,Tombusviridae,,Tombusvirus,,Carnation Italian ringspot virus,0,ssRNA(+),"Moved,",13,Ratification_1993.pdf,ICTVonline=20185250
4816,,,,,,,,,,,Tombusviridae,,Tombusvirus,,Cucumber Bulgarian virus,0,ssRNA(+),"New,",22,2003.P043.Tombusvirus.pdf,ICTVonline=20185251
4817,,,,,,,,,,,Tombusviridae,,Tombusvirus,,Cucumber necrosis virus,0,ssRNA(+),"Moved,",13,Ratification_1993.pdf,ICTVonline=20185252
4818,,,,,,,,,,,Tombusviridae,,Tombusvirus,,Cymbidium ringspot virus,0,ssRNA(+),"Moved,",13,Ratification_1993.pdf,ICTVonline=20185253
4819,,,,,,,,,,,Tombusviridae,,Tombusvirus,,Eggplant mottled crinkle virus,0,ssRNA(+),"Merged,",24,2007.125P.04.SpRemoveTombusvirus.pdf,ICTVonline=20185254
4820,,,,,,,,,,,Tombusviridae,,Tombusvirus,,Grapevine Algerian latent virus,0,ssRNA(+),"Moved,",13,Ratification_1993.pdf,ICTVonline=20185255
4821,,,,,,,,,,,Tombusviridae,,Tombusvirus,,Havel River virus,0,ssRNA(+),"New,",24,2005.012P.04.HRV.pdf,ICTVonline=20185256
4822,,,,,,,,,,,Tombusviridae,,Tombusvirus,,Lato River virus,0,ssRNA(+),"Moved,",13,Ratification_1993.pdf,ICTVonline=20185257
4823,,,,,,,,,,,Tombusviridae,,Tombusvirus,,Limonium flower distortion virus,0,ssRNA(+),"New,",24,2007.123P.04.2SpTombusvirus.pdf,ICTVonline=20185258
4824,,,,,,,,,,,Tombusviridae,,Tombusvirus,,Moroccan pepper virus,0,ssRNA(+),"Moved,",13,Ratification_1993.pdf,ICTVonline=20185259
4825,,,,,,,,,,,Tombusviridae,,Tombusvirus,,Neckar River virus,0,ssRNA(+),"Moved,",13,Ratification_1993.pdf,ICTVonline=20185260
4826,,,,,,,,,,,Tombusviridae,,Tombusvirus,,Pelargonium leaf curl virus,0,ssRNA(+),"Moved,",13,Ratification_1993.pdf,ICTVonline=20185261
4827,,,,,,,,,,,Tombusviridae,,Tombusvirus,,Pelargonium necrotic spot virus,0,ssRNA(+),"New,",24,2007.123P.04.2SpTombusvirus.pdf,ICTVonline=20185262
4828,,,,,,,,,,,Tombusviridae,,Tombusvirus,,Petunia asteroid mosaic virus,0,ssRNA(+),"Moved,",13,Ratification_1993.pdf,ICTVonline=20185263
4829,,,,,,,,,,,Tombusviridae,,Tombusvirus,,Sitke waterborne virus,0,ssRNA(+),"Renamed,",18,ICTV 7th Report.pdf,ICTVonline=20185264
4830,,,,,,,,,,,Tombusviridae,,Tombusvirus,,Tomato bushy stunt virus,1,ssRNA(+),"Moved,",13,Ratification_1993.pdf,ICTVonline=20185265
4831,,,,,,,,,,,Tombusviridae,,Umbravirus,,Carrot mottle mimic virus,0,ssRNA(+),"Moved,",29,"2013.010a,bP.A.v2.Umbravirus_move.pdf",ICTVonline=20185267
4832,,,,,,,,,,,Tombusviridae,,Umbravirus,,Carrot mottle virus,1,ssRNA(+),"Moved,",29,"2013.010a,bP.A.v2.Umbravirus_move.pdf",ICTVonline=20185268
4833,,,,,,,,,,,Tombusviridae,,Umbravirus,,Ethiopian tobacco bushy top virus,0,ssRNA(+),"New,",31,2016.006aP.A.v1.Umbravirus_2sp.pdf,ICTVonline=20185269
4834,,,,,,,,,,,Tombusviridae,,Umbravirus,,Groundnut rosette virus,0,ssRNA(+),"Moved,",29,"2013.010a,bP.A.v2.Umbravirus_move.pdf",ICTVonline=20185270
4835,,,,,,,,,,,Tombusviridae,,Umbravirus,,Lettuce speckles mottle virus,0,ssRNA(+),"Moved,",29,"2013.010a,bP.A.v2.Umbravirus_move.pdf",ICTVonline=20185271
4836,,,,,,,,,,,Tombusviridae,,Umbravirus,,Opium poppy mosaic virus,0,ssRNA(+),"New,",31,2016.006aP.A.v1.Umbravirus_2sp.pdf,ICTVonline=20185272
4837,,,,,,,,,,,Tombusviridae,,Umbravirus,,Pea enation mosaic virus 2,0,ssRNA(+),"Moved,",29,"2013.010a,bP.A.v2.Umbravirus_move.pdf",ICTVonline=20185273
4838,,,,,,,,,,,Tombusviridae,,Umbravirus,,Tobacco bushy top virus,0,ssRNA(+),"Moved,",29,"2013.010a,bP.A.v2.Umbravirus_move.pdf",ICTVonline=20185274
4839,,,,,,,,,,,Tombusviridae,,Umbravirus,,Tobacco mottle virus,0,ssRNA(+),"Moved,",29,"2013.010a,bP.A.v2.Umbravirus_move.pdf",ICTVonline=20185275
4840,,,,,,,,,,,Tombusviridae,,Zeavirus,,Maize necrotic streak virus,1,ssRNA(+),"Moved,Assigned as Type Species,",27,2011.005a-eP.A.v2.Zeavirus.pdf,ICTVonline=20185284
4841,,,,,,,,,,,Tombusviridae,,,,Ahlum waterborne virus,0,ssRNA(+),"Moved,",30,2015.007a-rP.A.v1.split_Carmovirus.pdf,ICTVonline=20185277
4842,,,,,,,,,,,Tombusviridae,,,,Bean mild mosaic virus,0,ssRNA(+),"Moved,",30,2015.007a-rP.A.v1.split_Carmovirus.pdf,ICTVonline=20185278
4843,,,,,,,,,,,Tombusviridae,,,,Chenopodium necrosis virus,0,ssRNA(+),"Moved,",27,2011.009a-mP.A.v3.split_Necrovirus.pdf,ICTVonline=20185279
4844,,,,,,,,,,,Tombusviridae,,,,Cucumber soil-borne virus,0,ssRNA(+),"Moved,",30,2015.007a-rP.A.v1.split_Carmovirus.pdf,ICTVonline=20185280
4845,,,,,,,,,,,Tombusviridae,,,,Trailing lespedeza virus 1,0,ssRNA(+),"New,",29,2014.008aP.A.v3.Tombusviridae_sp.pdf,ICTVonline=20185281
4846,,,,,,,,,,,Tombusviridae,,,,Weddel waterborne virus,0,ssRNA(+),"Moved,",30,2015.007a-rP.A.v1.split_Carmovirus.pdf,ICTVonline=20185282
4847,,,,,,,,,,,Totiviridae,,Giardiavirus,,Giardia lamblia virus,1,dsRNA,"Moved,",13,Ratification_1993.pdf,ICTVonline=20185288
4848,,,,,,,,,,,Totiviridae,,Leishmaniavirus,,Leishmania RNA virus 1,1,dsRNA,"Renamed,",28,"2013.003a,bF.A.v2.Leishmaniavirus-remrensp.pdf",ICTVonline=20185290
4849,,,,,,,,,,,Totiviridae,,Leishmaniavirus,,Leishmania RNA virus 2,0,dsRNA,"Renamed,",28,"2013.003a,bF.A.v2.Leishmaniavirus-remrensp.pdf",ICTVonline=20185291
4850,,,,,,,,,,,Totiviridae,,Totivirus,,Saccharomyces cerevisiae virus L-A,1,dsRNA,"Renamed,",12,ICTV 5th Report.pdf,ICTVonline=20185293
4851,,,,,,,,,,,Totiviridae,,Totivirus,,Saccharomyces cerevisiae virus LBCLa,0,dsRNA,"Renamed,",23,ICTV 8th Report.pdf,ICTVonline=20185294
4852,,,,,,,,,,,Totiviridae,,Totivirus,,Scheffersomyces segobiensis virus L,0,dsRNA,"New,",28,2013.002a-cF.A.v2.Totiviridae-10sp.pdf,ICTVonline=20185295
4853,,,,,,,,,,,Totiviridae,,Totivirus,,Tuber aestivum virus 1,0,dsRNA,"New,",28,2013.002a-cF.A.v2.Totiviridae-10sp.pdf,ICTVonline=20185296
4854,,,,,,,,,,,Totiviridae,,Totivirus,,Ustilago maydis virus H1,0,dsRNA,"Renamed,",18,ICTV 7th Report.pdf,ICTVonline=20185297
4855,,,,,,,,,,,Totiviridae,,Totivirus,,Xanthophyllomyces dendrorhous virus L1A,0,dsRNA,"New,",28,2013.002a-cF.A.v2.Totiviridae-10sp.pdf,ICTVonline=20185298
4856,,,,,,,,,,,Totiviridae,,Totivirus,,Xanthophyllomyces dendrorhous virus L1B,0,dsRNA,"New,",28,2013.002a-cF.A.v2.Totiviridae-10sp.pdf,ICTVonline=20185299
4857,,,,,,,,,,,Totiviridae,,Trichomonasvirus,,Trichomonas vaginalis virus 1,1,dsRNA,"New,Assigned as Type Species,",26,2010.001a-dF.A.v2.Trichomonasvirus.pdf,ICTVonline=20185301
4858,,,,,,,,,,,Totiviridae,,Trichomonasvirus,,Trichomonas vaginalis virus 2,0,dsRNA,"New,",26,2010.001a-dF.A.v2.Trichomonasvirus.pdf,ICTVonline=20185302
